"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorLevenshtein record1Value","[0] BookTitleComparatorLevenshtein record2Value","[0] BookTitleComparatorLevenshtein record1PreprocessedValue","[0] BookTitleComparatorLevenshtein record2PreprocessedValue","[0] BookTitleComparatorLevenshtein similarity","[0] BookTitleComparatorLevenshtein postproccesedSimilarity","[1] BookAuthorComparatorMongeElkan record1Value","[1] BookAuthorComparatorMongeElkan record2Value","[1] BookAuthorComparatorMongeElkan record1PreprocessedValue","[1] BookAuthorComparatorMongeElkan record2PreprocessedValue","[1] BookAuthorComparatorMongeElkan similarity","[1] BookAuthorComparatorMongeElkan postproccesedSimilarity"
"LinearCombinationMatchingRule","Amazon_12028","Covers_42938","0.2123076923076923",,"Paris 1919","Paris Stories (New York Review Books Classics)","Paris 1919","Paris Stories (New York Review Books Classics)","0.13043478260869568","0.0","Margaret Macmillan","Mavis Gallant","Margaret Macmillan","Mavis Gallant","0.35384615384615387","0.35384615384615387"
"LinearCombinationMatchingRule","Amazon_18104","Covers_34100","0.18823529411764706",,"The Final Empire","The First Counsel","The Final Empire","The First Counsel","0.47058823529411764","0.47058823529411764","Brandon Sanderson","Brad Meltzer","Brandon Sanderson","Brad Meltzer","0.25","0.0"
"LinearCombinationMatchingRule","Amazon_15059","Covers_2229","0.8275229357798165",,"Alice's Adventures in Wonderland and Through the Looking Glass","Alice's Adventures in Wonderland and Through the Looking-Glass: And What Alice Found There (Penguin Classics)","Alice's Adventures in Wonderland and Through the Looking Glass","Alice's Adventures in Wonderland and Through the Looking-Glass: And What Alice Found There (Penguin Classics)","0.5688073394495412","0.5688073394495412","Lewis Carroll","Lewis Carroll","Lewis Carroll","Lewis Carroll","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_10914","Covers_3158","0.6",,"Naruto (3-in-1 Edition), Vol. 2","Naruto : Vol. 3 (Naruto (Graphic Novels))","Naruto (3-in-1 Edition), Vol. 2","Naruto : Vol. 3 (Naruto (Graphic Novels))","0.29268292682926833","0.0","Masashi Kishimoto","Masashi Kishimoto","Masashi Kishimoto","Masashi Kishimoto","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_15208","Covers_8325","0.7285714285714285",,"The Iliad","The Iliad (Penguin Classics)","The Iliad","The Iliad (Penguin Classics)","0.3214285714285714","0.3214285714285714","Homer","Homer","Homer","Homer","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_21460","Covers_35655","0.39999999999999997",,"Secret SAS Missions in Africa","Secret Life: An Autobiography","Secret SAS Missions in Africa","Secret Life: An Autobiography","0.24137931034482762","0.0","Michael Graham","Michael Ryan","Michael Graham","Michael Ryan","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","Amazon_5147","Covers_7097","0.7",,"Harry Potter and the Chamber of Secrets - Gryffindor Edition","Harry Potter and the Order of the Phoenix (Book 5)","Harry Potter and the Chamber of Secrets - Gryffindor Edition","Harry Potter and the Order of the Phoenix (Book 5)","0.5","0.5","J.K. Rowling","J. K. Rowling","J.K. Rowling","J. K. Rowling","0.8333333333333334","0.8333333333333334"
"LinearCombinationMatchingRule","Amazon_9471","Covers_3256","0.41575757575757577",,"The Beauty Chef","The Best Awful","The Beauty Chef","The Best Awful","0.4666666666666667","0.4666666666666667","Carla Oates","Carrie Fisher","Carla Oates","Carrie Fisher","0.38181818181818183","0.38181818181818183"
"LinearCombinationMatchingRule","Amazon_15475","Covers_27670","0.2533333333333333",,"How to be Alone","How to Rock Climb! (How to Rock Climb Series)","How to be Alone","How to Rock Climb! (How to Rock Climb Series)","0.24444444444444446","0.0","Jonathan Franzen","John Long","Jonathan Franzen","John Long","0.4222222222222222","0.4222222222222222"
"LinearCombinationMatchingRule","Amazon_9272","Covers_40063","0.48",,"Rick Stein's India","Rick Steves' Best of Europe 2001 (Rick Steves' Best of Europe, 2001)","Rick Stein's India","Rick Steves' Best of Europe 2001 (Rick Steves' Best of Europe, 2001)","0.17647058823529416","0.0","Rick Stein","Rick Steves","Rick Stein","Rick Steves","0.8","0.8"
"LinearCombinationMatchingRule","Amazon_13036","Covers_29594","0.13333333333333336",,"The Worry Website","The World of Venice: Revised Edition","The Worry Website","The World of Venice: Revised Edition","0.33333333333333337","0.33333333333333337","Jacqueline Wilson","Jan Morris","Jacqueline Wilson","Jan Morris","0.22","0.0"
"LinearCombinationMatchingRule","Amazon_5147","Covers_7098","0.68125",,"Harry Potter and the Chamber of Secrets - Gryffindor Edition","Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))","Harry Potter and the Chamber of Secrets - Gryffindor Edition","Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))","0.453125","0.453125","J.K. Rowling","J. K. Rowling","J.K. Rowling","J. K. Rowling","0.8333333333333334","0.8333333333333334"
"LinearCombinationMatchingRule","Amazon_22263","Covers_49917","0.3608888888888889",,"Lonely Planet Sardinia","Lonely Planet Ireland (Lonely Planet Ireland)","Lonely Planet Sardinia","Lonely Planet Ireland (Lonely Planet Ireland)","0.4222222222222223","0.4222222222222223","Lonely Planet","Lou Callan","Lonely Planet","Lou Callan","0.32","0.32"
"LinearCombinationMatchingRule","Amazon_13881","Covers_9692","0.0",,"The Power of Your Subconscious Mind","The Portable Needlepoint Boutique","The Power of Your Subconscious Mind","The Portable Needlepoint Boutique","0.2857142857142857","0.0","Joseph Murphy","Joyce. Aiken","Joseph Murphy","Joyce. Aiken","0.16666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_20095","Covers_4046","0.0",,"How to Speak Money","How to Hear From God: Learn to Know His Voice and Make the Right Decisions","How to Speak Money","How to Hear From God: Learn to Know His Voice and Make the Right Decisions","0.18918918918918914","0.0","John Lanchester","Joyce Meyer","John Lanchester","Joyce Meyer","0.18181818181818182","0.0"
"LinearCombinationMatchingRule","Amazon_4401","Covers_3357","0.6",,"Harry Potter and the Philosopher's Stone","Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry","Harry Potter and the Philosopher's Stone","Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry","0.24561403508771928","0.0","J. K. Rowling","J. K. Rowling","J. K. Rowling","J. K. Rowling","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_3179","Covers_48598","0.0",,"The Innocent Man","The Inner Eye: Your Dreams Can Make You Psychic","The Innocent Man","The Inner Eye: Your Dreams Can Make You Psychic","0.25531914893617025","0.0","John Grisham","Joan Windsor","John Grisham","Joan Windsor","0.2833333333333333","0.0"
"LinearCombinationMatchingRule","Amazon_19475","Covers_15936","0.2571428571428571",,"Teacher's Planner (Lesson Planner)","Teaching Leadership: Essays in Theory and Practice (American University Studies. Series XIV, Education, Vol 40)","Teacher's Planner (Lesson Planner)","Teaching Leadership: Essays in Theory and Practice (American University Studies. Series XIV, Education, Vol 40)","0.2072072072072072","0.0","Peter Pauper Press Inc","Peter S. Temes","Peter Pauper Press Inc","Peter S. Temes","0.42857142857142855","0.42857142857142855"
"LinearCombinationMatchingRule","Amazon_13231","Covers_15313","1.0",,"Watermelon","Watermelon","Watermelon","Watermelon","1.0","1.0","Marian Keyes","Marian Keyes","Marian Keyes","Marian Keyes","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_883","Covers_15057","0.1268292682926829",,"The Structure of Magic: A Book About Communication and Change v. 2","The Story of the Statue of Liberty: With Movable Illustrations in Three Dimensions","The Structure of Magic: A Book About Communication and Change v. 2","The Story of the Statue of Liberty: With Movable Illustrations in Three Dimensions","0.31707317073170727","0.31707317073170727","John Grinder","Joseph Forte","John Grinder","Joseph Forte","0.16666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_13153","Covers_41951","0.0",,"How to DAD Volume 2","How to Draw the Human Figure (Watson-Guptill Artist's Library)","How to DAD Volume 2","How to Draw the Human Figure (Watson-Guptill Artist's Library)","0.22580645161290325","0.0","Jordan Watson","Jose Maria Parramon","Jordan Watson","Jose Maria Parramon","0.2153846153846154","0.0"
"LinearCombinationMatchingRule","Amazon_7367","Covers_33984","0.2727272727272727",,"The Litigators","The Little Christmas Angel (Jewel Sticker Stories)","The Litigators","The Little Christmas Angel (Jewel Sticker Stories)","0.26","0.0","John Grisham","John Spiers","John Grisham","John Spiers","0.45454545454545453","0.45454545454545453"
"LinearCombinationMatchingRule","Amazon_1843","Covers_17951","0.22857142857142854",,"The Woman Who Changed Her Brain","The World According to Wavelets: The Story of a Mathematical Technique in the Making","The Woman Who Changed Her Brain","The World According to Wavelets: The Story of a Mathematical Technique in the Making","0.26190476190476186","0.0","Barbara Arrowsmith-Young","Barbara Burke Hubbard","Barbara Arrowsmith-Young","Barbara Burke Hubbard","0.38095238095238093","0.38095238095238093"
"LinearCombinationMatchingRule","Amazon_4302","Covers_23315","0.4486486486486486",,"A Short History of Financial Euphoria","A Short History of Byzantium","A Short History of Financial Euphoria","A Short History of Byzantium","0.6216216216216216","0.6216216216216216","John Kenneth Galbraith","John J. Norwich","John Kenneth Galbraith","John J. Norwich","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","Amazon_13153","Covers_41958","0.0",,"How to DAD Volume 2","How to Start, Finance, and Manage Your Own Small Business","How to DAD Volume 2","How to Start, Finance, and Manage Your Own Small Business","0.24561403508771928","0.0","Jordan Watson","Joseph R. Mancuso","Jordan Watson","Joseph R. Mancuso","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","Amazon_10833","Covers_6049","0.6",,"Batman","Batman: The Dark Knight Returns (Batman (DC Comics Hardcover))","Batman","Batman: The Dark Knight Returns (Batman (DC Comics Hardcover))","0.09677419354838712","0.0","Frank Miller","Frank Miller","Frank Miller","Frank Miller","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_10914","Covers_3160","0.6",,"Naruto (3-in-1 Edition), Vol. 2","Naruto, Vol. 1: The Tests of the Ninja","Naruto (3-in-1 Edition), Vol. 2","Naruto, Vol. 1: The Tests of the Ninja","0.2894736842105263","0.0","Masashi Kishimoto","Masashi Kishimoto","Masashi Kishimoto","Masashi Kishimoto","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_3553","Covers_34704","0.21818181818181817",,"Daring Greatly","Daring Deception (Harlequin Regency Romance, No 102)","Daring Greatly","Daring Deception (Harlequin Regency Romance, No 102)","0.21153846153846156","0.0","Brene Brown","Brenda Hiatt","Brene Brown","Brenda Hiatt","0.36363636363636365","0.36363636363636365"
"LinearCombinationMatchingRule","Amazon_110","Covers_10635","0.0",,"The Body Remembers","The Bookstore Valentine (Puffin Easy-to-Read)","The Body Remembers","The Bookstore Valentine (Puffin Easy-to-Read)","0.24444444444444446","0.0","Babette Rothschild","Barbara Maitland","Babette Rothschild","Barbara Maitland","0.125","0.0"
"LinearCombinationMatchingRule","Amazon_1339","Covers_38429","0.13793103448275865",,"The Moneyless Man","The Mother's Almanac, Revised","The Moneyless Man","The Mother's Almanac, Revised","0.3448275862068966","0.3448275862068966","Mark Boyle","Marguerite Kelly","Mark Boyle","Marguerite Kelly","0.3","0.0"
"LinearCombinationMatchingRule","Amazon_8040","Covers_42877","0.17931034482758623",,"How to Swear Around the World","How to Feel Younger Longer","How to Swear Around the World","How to Feel Younger Longer","0.4482758620689655","0.4482758620689655","Jason Sacher","Jane Kinderlehrer","Jason Sacher","Jane Kinderlehrer","0.23333333333333334","0.0"
"LinearCombinationMatchingRule","Amazon_15071","Covers_12176","0.0",,"The Count of Monte Cristo","The Complete D.R. &amp; Quinch (2000 AD Presents S.)","The Count of Monte Cristo","The Complete D.R. &amp; Quinch (2000 AD Presents S.)","0.28846153846153844","0.0","Alexandre Dumas","Alan Moore","Alexandre Dumas","Alan Moore","0.28","0.0"
"LinearCombinationMatchingRule","Amazon_15803","Covers_2789","0.0",,"The Unwritten Rules of PhD Research","The Unschooling Handbook : How to Use the Whole World As Your Child's Classroom","The Unwritten Rules of PhD Research","The Unschooling Handbook : How to Use the Whole World As Your Child's Classroom","0.25316455696202533","0.0","Marian Petre","Mary Griffith","Marian Petre","Mary Griffith","0.25","0.0"
"LinearCombinationMatchingRule","Amazon_21004","Covers_10057","0.45",,"The Hunters (Brotherband Book 3)","The Hunting Season","The Hunters (Brotherband Book 3)","The Hunting Season","0.375","0.375","John Flanagan","John Coyne","John Flanagan","John Coyne","0.5","0.5"
"LinearCombinationMatchingRule","Amazon_11656","Covers_10539","0.17333333333333334",,"The Great War for Civilisation","The Gravity of Sunlight","The Great War for Civilisation","The Gravity of Sunlight","0.43333333333333335","0.43333333333333335","Robert Fisk","Rosa Shand","Robert Fisk","Rosa Shand","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_20487","Covers_600","0.0",,"The Third Plate","The Thin Man (Vintage Crime/Black Lizard)","The Third Plate","The Thin Man (Vintage Crime/Black Lizard)","0.24390243902439024","0.0","Dan Barber","Dashiell Hammett","Dan Barber","Dashiell Hammett","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_923","Covers_12101","0.216",,"Chris Beat Cancer","Christmas Carol, and Other Christmas Stories","Chris Beat Cancer","Christmas Carol, and Other Christmas Stories","0.2727272727272727","0.0","Chris Wark","Charles Dickens","Chris Wark","Charles Dickens","0.36","0.36"
"LinearCombinationMatchingRule","Amazon_17903","Covers_32003","0.13333333333333336",,"The Stars My Destination","The Stuntman's Daughter: And Other Stories","The Stars My Destination","The Stuntman's Daughter: And Other Stories","0.33333333333333337","0.33333333333333337","Alfred Bester","Alice Blanchard","Alfred Bester","Alice Blanchard","0.2153846153846154","0.0"
"LinearCombinationMatchingRule","Amazon_13153","Covers_27670","0.0",,"How to DAD Volume 2","How to Rock Climb! (How to Rock Climb Series)","How to DAD Volume 2","How to Rock Climb! (How to Rock Climb Series)","0.2666666666666667","0.0","Jordan Watson","John Long","Jordan Watson","John Long","0.24444444444444444","0.0"
"LinearCombinationMatchingRule","Amazon_12541","Covers_28886","0.39999999999999997",,"How to Be a Gentleman Revised and Expanded","How to Get What You Want and Want What You Have: A Practical and Spiritual Guide to Personal Success","How to Be a Gentleman Revised and Expanded","How to Get What You Want and Want What You Have: A Practical and Spiritual Guide to Personal Success","0.27","0.0","John Bridges","John Gray","John Bridges","John Gray","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","Amazon_19952","Covers_30988","0.0",,"First Language Lessons for the Well-Trained Mind","First Comes Love: For Better, for Worse (Point - Romance)","First Language Lessons for the Well-Trained Mind","First Comes Love: For Better, for Worse (Point - Romance)","0.29824561403508776","0.0","Jessie Wise","Jennifer Baker","Jessie Wise","Jennifer Baker","0.18181818181818182","0.0"
"LinearCombinationMatchingRule","Amazon_14492","Covers_12692","0.39999999999999997",,"Ghosts of the Tsunami","Ghosts I Have Been/Dreadful Future of Blossom Culp Flip Book","Ghosts of the Tsunami","Ghosts I Have Been/Dreadful Future of Blossom Culp Flip Book","0.25","0.0","Richard Lloyd Parry","Richard Peck","Richard Lloyd Parry","Richard Peck","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","Amazon_11245","Covers_35236","0.0",,"The Womanly Art of Breastfeeding","The Word on Finances/Topical Scriptures and Concordance","The Womanly Art of Breastfeeding","The Word on Finances/Topical Scriptures and Concordance","0.2727272727272727","0.0","La Leche League International","Larry Burkett","La Leche League International","Larry Burkett","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_20904","Covers_33987","0.6",,"Anne of Green Gables","Anne of Avonlea: An Anne of Green Gables Story (Illustrated Junior Library Edition)","Anne of Green Gables","Anne of Avonlea: An Anne of Green Gables Story (Illustrated Junior Library Edition)","0.24096385542168675","0.0","L. M. Montgomery","L. M. Montgomery","L. M. Montgomery","L. M. Montgomery","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_4116","Covers_6093","0.33829912023460407",,"Eating Animals","Eating Mammals : Three Novellas","Eating Animals","Eating Mammals : Three Novellas","0.3548387096774194","0.3548387096774194","Jonathan Safran Foer","John Barlow","Jonathan Safran Foer","John Barlow","0.32727272727272727","0.32727272727272727"
"LinearCombinationMatchingRule","Amazon_16231","Covers_37352","0.4504761904761905",,"The Wit and Wisdom of Winston Churchill","The Witches of Karres","The Wit and Wisdom of Winston Churchill","The Witches of Karres","0.33333333333333337","0.33333333333333337","James C. Humes","James H. Schmitz","James C. Humes","James H. Schmitz","0.5285714285714286","0.5285714285714286"
